"x","y"
-2.389555,53.739857
-1.48649,53.39739
-2.642176,53.129161
-3.298587,51.664896
-1.322439,53.445083
-2.486013,52.695318
-2.104494,53.433242
0.623723,51.279711
-3.289184,50.719046
-3.26175,51.5395
-1.466909,53.760494
-2.33152,52.38465
-1.314814,53.545384
0.272703,51.147831
-2.48572,53.57523
-2.42359,53.6014
-0.26991,51.51355
-1.981532,52.525764
-1.1531,53.298901
-1.861457,53.697105
-1.926224,52.626391
-3.34157,51.689221
-1.93735,53.67516
-0.00357,51.73362
-7.86312,52.15034
-3.168582,55.929945
-0.417,51.48132
-1.751957,51.70261
-2.393023,53.883388
-0.660266,51.231904
-3.52116,56.35205
-3.24946,51.52839
-3.397188,51.755633
-5.352989,50.163222
-2.80251,52.738955
-2.690468,53.457403
-1.268023,53.53495
-4.024457,55.739991
-3.371367,51.740238
-1.470259,53.711451
-2.35353,53.53646
-2.7087,51.437698
-2.418078,52.576242
-2.487957,57.550371
-1.388783,53.423366
-3.86949,55.00602
-1.527593,54.538879
-7.870045,54.542651
-0.574234,51.441136
-0.55156,51.57825
-9.900719,51.837258
-1.922724,53.60214
-0.57532,51.391028
-3.586911,51.549694
-0.512097,51.023443
-1.29571,54.576637
-2.03103,53.73865
-2.713917,53.581334
-2.912542,55.044369
-0.77628,51.65182
-2.08835,53.71492
-4.97449,51.7934
-1.528145,53.428807
-3.381694,51.749271
-2.30093,53.56898
-1.875213,53.833411
-3.995965,50.749164
-3.487987,51.570174
-3.365274,51.758652
-2.10321,57.17378
1.30814,52.65719
-1.475196,53.517263
-2.664313,53.404058
0.23908,50.96325
-2.483685,51.757876
-3.662802,51.617928
-2.746281,53.364618
-3.473082,51.814043
-1.557215,53.672504
-3.32429,56.58619
-1.633672,53.846245
-2.40855,52.553209
-2.458689,52.622339
-0.23834,51.6446
-1.525878,53.831022
-3.406634,56.202912
-4.31785,55.94281
-2.707272,53.74862
-4.001021,55.992082
-1.62435,55.24499
-4.03216,51.62771
-4.069503,50.390203
-3.40675,56.37817
-3.62703,56.60733
-1.644319,51.669977
-2.41711,53.57389
-1.12364,52.95149
-1.497708,52.405397
-3.496814,51.532808
-2.088445,51.883157
-1.461738,53.702604
-0.5925,51.71358
-1.94835,53.66531
-2.617904,53.539603
-1.56884,53.47927
-0.72292,51.25821
-6.908423,54.267527
-3.44857,56.35934
-3.561001,56.18358
-4.147317,55.935435
-2.68028,53.49919
-1.507984,53.790398
-4.611903,55.790791
-1.727329,52.524034
-1.36337,53.38949
-1.604412,55.0017
-2.01864,54.971154
-4.057256,55.795737
-2.972133,53.195948
-2.756449,53.457832
-1.502138,52.402768
-2.306675,52.370178
-2.30732,53.59277
-3.56761,51.57765
-2.692909,53.553496
-3.995163,55.847165
-2.40744,53.65245
-1.630106,53.797888
-0.690039,52.308447
-0.175631,51.421165
-2.599719,53.279889
-3.33455,56.59059
-2.591564,51.45373
-2.128903,51.427437
-1.717921,53.8492
0.01757,51.158598
-0.06406,51.63609
-1.75502,53.85267
1.02003,51.95991
-1.499747,53.55429
-3.72879,51.55961
-4.927202,56.271667
-1.569758,53.821714
-3.040823,53.837015
0.880661,51.143787
-1.73604,53.75711
-2.90328,53.19294
-4.084522,55.803359
-4.342125,56.227123
-1.467561,52.458575
-3.3333,50.706953
-3.49496,56.35631
-4.006636,56.373537
-0.531165,51.445039
-1.44606,53.37391
-3.20346,51.53023
-3.672791,52.129845
-4.890634,51.705701
-3.33479,55.734273
0.117821,51.652712
-2.441765,52.676662
-2.165272,53.679017
-4.725491,50.467081
-0.86874,53.42472
-2.26375,53.49006
-1.43702,53.79545
-3.93051,50.72956
-3.27024,51.55128
-5.079945,51.867853
-2.875328,53.405809
-2.561994,53.395108
-1.76737,51.33807
-1.13491,53.510447
-1.79147,53.64143
-0.67419,50.98955
-3.19705,51.45837
-4.00278,50.73062
-2.24917,53.48847
-2.721902,53.409489
0.100212,51.53096
-7.27372,55.01159
